CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
247929,GARRAFA PACCO HYDRAV3 500ML PURE TURM(MP,GARRAFA PACCO HYDRAV3 500ML PURE TURM(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 285.90 . Descrição do produto: Garrafa Térmica Pacco Hydra V3 500ml - Puretaste Turmalina (MP) .
248143,DISPENSADOR SABONETE OMAIA 4 em 1 (BI),"DISPENSADOR SABONETE OMAIA 4 em 1 (BI) . Categoria: UTILIDADE DOMÉSTICA > UTENSILIOS_DOMESTICOS . Preço final: R$ 189.00 . Descrição do produto: Dispensador de Sabonete Omaia 4 em 1 Branco (BI)Garantia do Fabricante:03 Meses / Marca:Omaia / Cor:Branco | cinza / Material:Plástico Silicone / Conteúdo da Embalagem:01 Conjunto de dispensador de detergente 4 em 1 / Dimensões do Produto:24,99 x 18,01 x 5 Cm / Peso do Produto:0,397 Kg / EAN:500173 / Aviso: ."
248169,ABRIDOR DE VINHO SECURA (BI),"ABRIDOR DE VINHO SECURA (BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 204.00 . Descrição do produto: Abridor de Vinho Elétrico Secura Prata (BI)Garantia do Fabricante:03 Meses / Marca:Secura / Cor:Prata / Material:Aço inoxidável / Acabamento:Escovado / Conteúdo da Embalagem:01 Abridor de Vinho Elétrico / Dimensões do Produto:5,69 x 5,21 x 2,79 Cm / Peso do Produto:0,136 Kg / EAN:500199 / Aviso: ."
248560,TÁBUA CHARCUTARIA THEREYE (BI),"TÁBUA CHARCUTARIA THEREYE (BI) . Categoria: UTILIDADE DOMÉSTICA > UTENSILIOS_DE_MESA . Preço final: R$ 279.00 . Descrição do produto: Tábuas De Charcutaria Thereye (BI)Garantia do Fabricante:03 Meses / Marca:Thereye / Cor:Marrom / Material:Bambu / Instruções de Cuidado:Limpar com pano úmido / Conteúdo da embalagem:01 Tábuas de charcutaria Thereye / Dimensões do Produto:7,01 x 3,51 x 10,59Cm / Peso do Produto:1,95kg / EAN:500300 / Aviso: ."
249923,FORMA SILICONE CROMUS REDEMOINHO RO (MP),"FORMA SILICONE CROMUS REDEMOINHO RO (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 39.00 . Descrição do produto: Forma De Silicone Allonsy Cromus Redonda Redemoinho Rosa 23,5x9cm (MP) ."
249935,COPO MEDIDOR COM TAMPA CROMUS 500ML (MP),COPO MEDIDOR COM TAMPA CROMUS 500ML (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 19.00 . Descrição do produto: Copo Plástico Medidor Com Tampa Allonsy Cromus 500ml (MP) .
252414,"MARMITEIRA TÉRM SEANITE 23,5X21CM RO(MP)","MARMITEIRA TÉRM SEANITE 23,5X21CM RO(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 89.00 . Descrição do produto: Marmiteira Térmica Poá Preto 23,5x21cm LA41577 (MP) . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""qualidade"",""material reforçado"",""bonito"",""recomendação""],""Caracteristicas_Negativas"":[]} ."
252445,PRATO BASE MIMO STYLE 33CM VD24070 (MP),PRATO BASE MIMO STYLE 33CM VD24070 (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 79.00 . Descrição do produto: Prato Redondo Com Base Vitoriana 33x33cm Vidro VD24070 (MP) .
252609,LUGAR AMERICANO NORITEX 180-0600072,LUGAR AMERICANO NORITEX 180-0600072 . Categoria: UTILIDADE DOMÉSTICA > JOGO_AMERICANO_LUGAR_AMERICANO . Preço final: R$ 19.00 . Descrição do produto: Lugar Americano Noritex 180-0600072 . Clientes também compraram: 230212 - TRAVESSA PARAMOUNT RET 1814 BR .
252819,CJ 33P UTENSÍLIOS HOME HERO CAQ (BI),"CJ 33P UTENSÍLIOS HOME HERO CAQ (BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 249.00 . Descrição do produto: Conjunto 33 Peças Utensílios Home Hero Caqui (BI). Garantia do Fabricante:03 Meses. Marca:HOME HERO. Cor:Caqui. Material:Silicone. Conteúdo da Embalagem:01 Conjunto de utensílios. Dimensões do Produto:12,7 x 13,97 x 38,1 Cm. Peso do Produto:1,42 Kg. EAN:500559. Aviso: ."
252853,CJ 28P UTENSÍLIOS NCUE BG (BI),"CJ 28P UTENSÍLIOS NCUE BG (BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 299.00 . Descrição do produto: Conjunto 28 Peças Utensílios de Cozinha Ncue Silicone Bege (BI). Garantia do Fabricante:03 Meses / Marca:Ncue / Modelo:Utensílios de Cozinha / Cor:Bege / Material:Silicone / Diferencial:Resistente ao calor, não molda, sem odores: pontas de silicone saudáveis sem odor químico agressivo. Cada utensílio de cozinha pode suportar temperaturas de até 230 °C. Eles também não derretem ao mexer os alimentos diretamente na panela. / Conteúdo da Embalagem:Conjunto 28 Peças Utensílios de Cozinha / Aviso: . Clientes também compraram: 236865 - SPRAY AZEITE/VINAGRE ROJEMAC VDR 20663IN ."
253658,SABONETEIRA SCHIMITT ESSENCIAL 2364,"SABONETEIRA SCHIMITT ESSENCIAL 2364 . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_PARA_BANHEIRO . Preço final: R$ 48.00 . Descrição do produto: Saboneteira Schmitt Essencial 2364 . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Clientes também compraram: 253655 - SUPORTE SCHIMITT P/PAPEL HIGIÊNICO 2350, 253659 - TOALHEIRO SCHIMITT P/BANHO 2362 CM, 253657 - SUPORTE SCHIMITT P/SHAMPOO 2355, 215841 - AMASSADOR DE BATATAS MIMO 4488 PR ."
254043,CANECA RELOBRAZ GEL O PAI TA ON 410ML,"CANECA RELOBRAZ GEL O PAI TA ON 410ML . Categoria: UTILIDADE DOMÉSTICA > TACAS_COPOS_CANECAS . Preço final: R$ 38.00 . Descrição do produto: Caneca Térmica Relobraz Gel O Pai Ta On 410mlGarantia do Fabricante:12 Meses. Marca:Relobraz. Modelo:Caneca Gel. Material:Acrílico. Capacidade:410ml. Conteúdo da embalagem:01 Caneca Térmica Relobraz Gel O Pai Ta On 410ml. Dimensões do Produto:13,2 x 11,5 x 8 cm. Peso do Produto:0,292 kg. EAN:7899911223935. Aviso: . Clientes também compraram: 219071 - CANECA RELOBRAZ LOVE 2 280ML 77220, 200906 - CANECA RELOBRAZ GEL ALEGROL 430ML 3722 ."
254643,JG 2P COPO FULL FIT SPORTS 340ML 30030,"JG 2P COPO FULL FIT SPORTS 340ML 30030 . Categoria: UTILIDADE DOMÉSTICA > CONJUNTO_DE_TACAS_COPOS_E_CANECAS . Preço final: R$ 29.00 . Descrição do produto: Jogo de Copos 2 Peças Full Fit Sports 340ml 30030 . Clientes também compraram: 254642 - JG 2P COPO FULL FIT SPORTS 340ML 30029, 231352 - CANECA CHOPP CLASS HOME CAVEIRA 1160, 243375 - JG 10P PORTA CONDIMENTOS DYNASTY 30240, 193017 - RALADOR TRAMONTINA 25106/400 IN, 231370 - CJ 3P COPO CLASS HOME DARA 305ML 1846 ."
254925,FRIGIDEIRA WINCY ANTIADERENTE 18X34CM(MP,FRIGIDEIRA WINCY ANTIADERENTE 18X34CM(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 89.00 . Descrição do produto: Frigideira Wincy Antiaderente 3 Em 1 18x34cm Alumínio (MP) .
254942,VARAL WINCY DOBRÁVEL 95X133X60CM AÇO(MP),VARAL WINCY DOBRÁVEL 95X133X60CM AÇO(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 199.00 . Descrição do produto: Varal Wincy Dobrável De Chão Em Aço 95x133x60cm OGA03012 (MP) .
255220,FAQUEIRO CASITA INOX 24 TALHER MALETA(MP,FAQUEIRO CASITA INOX 24 TALHER MALETA(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 189.90 . Descrição do produto: Faqueiro Inox Casita 24 Talheres (MP) .
255260,CJ 5P CABIDES LATCOR LSV011 PT,"CJ 5P CABIDES LATCOR LSV011 PT . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_PARA_BANHEIRO . Preço final: R$ 18.00 . Clientes também compraram: 206402 - CJ 5P CABIDES LATCOR LSV010A, 206401 - CJ 5P CABIDES LATCOR LSN001, 206403 - CJ 5P CABIDES LATCOR LSMD011, 242359 - CJ 6P ORGANIZADOR LYOR MALA P/VIAGEM CZ ."
256221,TÁBUA CORTE CASITA B REDO MULT 44CM (MP),TÁBUA CORTE CASITA B REDO MULT 44CM (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 24.90 . Descrição do produto: Tábua De Corte De Bambu Redonda Multiuso Casita 44cm (MP) .
256463,PANELA PRESS TRAMONTINA 6L 20592724 VM,"PANELA PRESS TRAMONTINA 6L 20592724 VM . Categoria: UTILIDADE DOMÉSTICA > PANELA_DE_PRESSAO . Preço final: R$ 346.00 . Descrição do produto: Panela de Pressão Tramontina 6L Vancouver 20592724 Vermelho . Clientes também compraram: 220984 - FERVEDOR TRAMONTINA PARIS 1,9L 28531714, 256462 - PANELA PRESS TRAMONTINA 4,5L 20591720 VM, 219564 - FRIGIDEIRA TRAMONTINA TURIM 20267822 VM ."
257857,TOALHEIRO FUTURE DE LAVABO 25CM 183PT,"TOALHEIRO FUTURE DE LAVABO 25CM 183PT . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_PARA_BANHEIRO . Preço final: R$ 49.00 . Clientes também compraram: 257856 - SUPORTE FUTURE P/PAPEL HIGIÊNICO 182PT, 257855 - SABONETEIRA FUTURE 181PT PT, 257861 - TOALHEIRO FUTURE DUPLO 45CM 184PT PT, 257854 - SUPORTE FUTURE P/SHAMPOO 180PT PT, 246473 - ESCORREDOR UTIMIL DE PAREDE CR486 ."
258593,JG XÍCARAS FRATELLI RS BLK 12PC 220ML(MP,JG XÍCARAS FRATELLI RS BLK 12PC 220ML(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 129.00 . Descrição do produto: Jogo De Xícaras Fratelli Rosa Black 12 Peças 6 Xícaras E 6 Pires 220ml (MP) .
258616,CANECA DE VIDRO BOROSIL EMBER 350ML (MP),"CANECA DE VIDRO BOROSIL EMBER 350ML (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 22.00 . Descrição do produto: Caneca De Vidro Borosil Ember 350ml (MP) . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Clientes também compraram: 258619 - CANECA DE VIDRO BOROSIL FOREST 350ML(MP) ."
258617,CANECA DE VIDRO BOROSIL MÁLAGA 350ML(MP),CANECA DE VIDRO BOROSIL MÁLAGA 350ML(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 22.00 . Descrição do produto: Caneca De Vidro Borosil Málaga 350ml (MP) .
259604,CONJ DECOR 02 ORNAMENTO PEIXES (MP),"CONJ DECOR 02 ORNAMENTO PEIXES (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 49.00 . Descrição do produto: Ornamento De Vidro Decor Glass 2 Unidades Peixes Pequenos 16,5 x 14cm (MP) ."
259617,TRAVESSA WOLLF PORCELANA VM (MP),TRAVESSA WOLLF PORCELANA VM (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 65.00 . Descrição do produto: Travessa Wolff Porcelana Nórdica Vermelha Matt 24x18x4cm (MP) .
259635,GARRAFA TERM WOLFF 1L CABO MADE BR (MP),"GARRAFA TERM WOLFF 1L CABO MADE BR (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 112.00 . Descrição do produto: Ornamento De Vidro Wolf 2 Unidades Coração 25,5 x 24 (MP) ."
260315,FRIGIDEIRA PANELUX FRAN 32 PRE CE (MP),FRIGIDEIRA PANELUX FRAN 32 PRE CE (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 169.90 . Descrição do produto: Frigideira Panelux Francesa 32 Premium Cereja Antiaderente (MP) .
260435,"ESCOR ARTRIN 30X21,5CM RET ART-24-032(MP","ESCOR ARTRIN 30X21,5CM RET ART-24-032(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 63.00 . Descrição do produto: Escorredor De Inox Artrin 30x21,5cm Retangular ART-24-032 (MP) ."
261661,ADEGA PHILCO PAD16E BIV 3027 (MP),ADEGA PHILCO PAD16E BIV 3027 (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 1695.00 . Descrição do produto: Adega Philco 16 Garrafas PAD16E Bivolt 3027 (MP) .
262269,COPO ZONACRIATIVA BUCKS HELLO K 500ML(MP,COPO ZONACRIATIVA BUCKS HELLO K 500ML(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 69.00 . Descrição do produto: Copo Viagem Bucks Hello Kitty Zonacriativa 500ml (MP) .
262278,GARRAFA ZONACRIATIVA BUB VAQUINHA 500(MP,GARRAFA ZONACRIATIVA BUB VAQUINHA 500(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 139.00 . Descrição do produto: Garrafa Bubble Vaquinha Zonacriativa 500ml (MP) .
264499,SUPORTE FATIAR CEBOLA INOX RUMCNJEN (BI),SUPORTE FATIAR CEBOLA INOX RUMCNJEN (BI) . Categoria: UTILIDADE DOMÉSTICA > TACAS_COPOS_CANECAS . Preço final: R$ 39.00 .
265312,GARRAFA C/TAMPA ARTRILUX 500ML PLAST(MP),GARRAFA C/TAMPA ARTRILUX 500ML PLAST(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 49.00 .
266395,CHURRASQUEIRA ADIKEMICEGEN PURAVILLE(BI),CHURRASQUEIRA ADIKEMICEGEN PURAVILLE(BI) . Categoria: UTILIDADE DOMÉSTICA > CHURRASQUEIRA . Preço final: R$ 899.00 .
267184,KIT CHURRASCO 16PCS BEL IN PREM ESTOJ(MP,KIT CHURRASCO 16PCS BEL IN PREM ESTOJ(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 169.00 .
267222,PRATO P/BOLO WELLMIX INOX C/TAMPA (MP),PRATO P/BOLO WELLMIX INOX C/TAMPA (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 89.00 .
267942,CAÇAROLA BAUMON VIDRO 1000ML GC-1000,CAÇAROLA BAUMON VIDRO 1000ML GC-1000 . Categoria: UTILIDADE DOMÉSTICA > CACAROLA . Preço final: R$ 49.00 .
267946,COPO MEDIDOR BAUMON VDR 500ML LB-500P,COPO MEDIDOR BAUMON VDR 500ML LB-500P . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 26.00 .
268194,PRATO BOLO WINCY TAMPA VID 19X12CM(MP),PRATO BOLO WINCY TAMPA VID 19X12CM(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 89.00 .
268332,KIT CANECA EMP ZONACRIATIVA MIC/M 150(MP,KIT CANECA EMP ZONACRIATIVA MIC/M 150(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 129.00 .
268338,CANECA GARFIELD ZONACRIATIVA 400ML (MP),CANECA GARFIELD ZONACRIATIVA 400ML (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 99.00 .
268345,MINI CANECA PATRICK ZONACRIATIVA 100(MP,MINI CANECA PATRICK ZONACRIATIVA 100(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 49.00 .
269153,CJ 5PÇ ESPÁTULA GTSOOMK SILIC BR TB(BI),CJ 5PÇ ESPÁTULA GTSOOMK SILIC BR TB(BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 129.00 .
270091,LUGAR AMERICANO NORITEX 532-45300 BR/BG,LUGAR AMERICANO NORITEX 532-45300 BR/BG . Categoria: UTILIDADE DOMÉSTICA > JOGO_AMERICANO_LUGAR_AMERICANO . Preço final: R$ 42.00 .
270111,FRUTEIRA MENGSI GARDEN MULTIUS BR TB(BI),FRUTEIRA MENGSI GARDEN MULTIUS BR TB(BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 119.00 .
270124,VARAL CABID LAIJIE P/ROUPA TB(BI),VARAL CABID LAIJIE P/ROUPA TB(BI) . Categoria: UTILIDADE DOMÉSTICA > VARAL . Preço final: R$ 209.00 .
270176,CJ 6 TAÇAS DE VINHO ZHUOSHANG 180ML (BI),CJ 6 TAÇAS DE VINHO ZHUOSHANG 180ML (BI) . Categoria: UTILIDADE DOMÉSTICA > CONJUNTO_DE_TACAS_COPOS_E_CANECAS . Preço final: R$ 58.77 .
270192,ORGANIZADOR TAO TEMPERO COZINH BR TB(BI),ORGANIZADOR TAO TEMPERO COZINH BR TB(BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 49.00 .
270328,TIGELA JAPONESA WATTS SOPA 350ML VM(MP),TIGELA JAPONESA WATTS SOPA 350ML VM(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 20.00 .
270364,"GARRAFA TÉR ZOJIRUSHI 1,3L AGYE-13SXA(MP","GARRAFA TÉR ZOJIRUSHI 1,3L AGYE-13SXA(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 367.00 ."
270548,KIT COLHER ARROZ SILICONE TAO BR (BI),KIT COLHER ARROZ SILICONE TAO BR (BI) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 19.00 .
270562,CJ 1 COPO BAIMO C/T COLHER 400ML TR (BI),CJ 1 COPO BAIMO C/T COLHER 400ML TR (BI) . Categoria: UTILIDADE DOMÉSTICA > TACAS_COPOS_CANECAS . Preço final: R$ 39.00 .
271778,SOUSPLAT COPA&CIA MELBOURNE LAV 33CM(MP),SOUSPLAT COPA&CIA MELBOURNE LAV 33CM(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 39.00 .
271793,COPO NEO ZONACRIATIVA HELLO KITY 300(MP,COPO NEO ZONACRIATIVA HELLO KITY 300(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 85.00 .
271876,LIXEIRA COM TAMPA JAGUAR 60L PT 5069(MP),LIXEIRA COM TAMPA JAGUAR 60L PT 5069(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 71.00 .
272292,FORMA TO ENCOUNTER SILICION DONUT COL BI,FORMA TO ENCOUNTER SILICION DONUT COL BI . Categoria: UTILIDADE DOMÉSTICA > ASSADEIRAS_FORMAS . Preço final: R$ 139.00 .
272745,JG 2P XÍCARAS TRAMONTINA P/CHÁ 200ML,"JG 2P XÍCARAS TRAMONTINA P/CHÁ 200ML . Categoria: UTILIDADE DOMÉSTICA > CONJ_DE_CHA_E_CAFE . Preço final: R$ 99.00 . Clientes também compraram: 234977 - JG 2P COPO DYNASTY COFFEE 240ML 25649 TR, 225549 - JG 4P UTENSÍLIOS TRAMONTINA 25199001 PT, 227837 - AÇUCAREIRO ROJEMAC BUTTERFLY 29273 TR, 263965 - PORTA MANTIMENTO FULL FIT C/T 28742A ."
273415,POTE WATTS 2PC 250ML TWIST POT 39454(MP),POTE WATTS 2PC 250ML TWIST POT 39454(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 18.00 .
273631,MÁQUIN MACARRÃO/MASS MIMO STYLE INOX(MP),MÁQUIN MACARRÃO/MASS MIMO STYLE INOX(MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 339.00 .
274055,JG 4P PANELAS BRINOX SIRIUS 4814/102,JG 4P PANELAS BRINOX SIRIUS 4814/102 . Categoria: UTILIDADE DOMÉSTICA > CONJ_DE_PANELAS . Preço final: R$ 799.00 .
274063,ESPREMEDOR DE LIMÃO MIMO 6115/ASA1829 VM,ESPREMEDOR DE LIMÃO MIMO 6115/ASA1829 VM . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 36.00 .
274336,CANECA OXFORD TULIPA 330ML 126673 LJ,CANECA OXFORD TULIPA 330ML 126673 LJ . Categoria: UTILIDADE DOMÉSTICA > TACAS_COPOS_CANECAS . Preço final: R$ 26.00 .
7553,CALDEIRÃO TRAMONTINA SOLAR 62505/280*,"CALDEIRÃO TRAMONTINA SOLAR 62505/280* . Categoria: UTILIDADE DOMÉSTICA > CALDEIRAO . Preço final: R$ 549.00 . Descrição do produto: Caldeirão Tramontina Solar 12 Litros SOLAR62505/280 Aço Inox / Sugerimos que tenha especial atenção para a descrição, características, cor, dimensões, especificações e voltagem do produto (se está de acordo com a sua região). Vale ressaltar que as imagens são meramente ilustrativas / Garantia: 01 Ano / Marca: Tramontina / Modelo: 62505/280 / Cor: Inox / Material: Aço Inox / Capacidade: 12 Litros / Antiaderente: Não / Material do cabo: Aço Inox / Quantidade de peças: 1. Conteúdo da embalagem: Caldeirão Tramontina Solar / Peso: 3,50 kg / Dimensões (AxLxP): 26 x 30,40 x 37,50 cm / EAN: 7891116002667 / angles:2 . Avaliado por 31 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""resistência"",""qualidade"",""facilidade de uso"",""facilidade de limpeza"",""preço bom"",""custo-benefício"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 205130 - CALDEIRÃO TRAMONTINA SOLAR 30 62125/300, 125940 - CJ 6P PANELAS TRAMONTINA SOLAR 65510/200, 190088 - JG 3P PANELAS TRAMONTINA ALLEG 65660/220, 184375 - CJ 4P RECHAUD TRAMONTINA ALLE 65650/684, 219564 - FRIGIDEIRA TRAMONTINA TURIM 20267822 VM ."
108307,ASSADEIRA TRAMONTINA FD 34 20051/034 PT,"ASSADEIRA TRAMONTINA FD 34 20051/034 PT . Categoria: UTILIDADE DOMÉSTICA > ASSADEIRAS_FORMAS . Preço final: R$ 74.00 . Descrição do produto: Assadeira Tramontina Brasil Antiaderente 4,9L Preto 20051/034 / Garantia do Fabricante:03 meses / Marca:Tramontina / Linha:Brasil / Modelo:Assadeira Funda / Referência:20051/034 / Cor:Preto / Material:Alumínio / Formato:Retangular / Capacidade:4,9 litros / Revestimento:Interno e externo de antiaderente Starflon Max que não gruda, é fácil de limpar, mais durável  / Instruções de Uso:Para mexer os alimentos use somente utensílios de silicone, nylon ou madeira / Suporta Temperaturas de:Nunca em temperaturas superiores a 260 ºC / Conteúdo da Embalagem:01 assadeira / Dimensões do Produto (AxLxP):6,3 x 28,2 x 39,2 cm / Peso do Produto:360 g / EAN:7891112058910 / Aviso: . Avaliado por 192 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente qualidade"",""praticidade"",""fácil de limpar"",""antiaderente"",""design bonito"",""tamanho ideal"",""resistência"",""durabilidade"",""custo benefício""],""Caracteristicas_Negativas"":[""preço alto""]} . Clientes também compraram: 108306 - ASSADEIRA TRAMONTINA FD 28 20051/028 PT, 108308 - ASSADEIRA TRAMONTINA FD 40 20051/040 PT, 213100 - FORMA BRINOX P/BOLO 20CM 1460/310 GF, 223392 - FORMA ROCHEDO P/BOLO 24CM FPBT PR, 220984 - FERVEDOR TRAMONTINA PARIS 1,9L 28531714 ."
